lake_name,Value,Variable,LakeVarID,Variable_Name,MEAN_JAN,MEAN_FEB,MEAN_MAR,MEAN_APRIL,MEAN_MAY,MEAN_JUNE,MEAN_JULY,MEAN_AUG,MEAN_SEPT,MEAN_OCT,MEAN_NOV,MEAN_DEC,STD_JAN,STD_FEB,STD_MAR,STD_APRIL,STD_MAY,STD_JUNE,STD_JULY,STD_AUG,STD_SEPT,STD_OCT,STD_NOV,STD_DEC
Comins Lake,326,2T@SFC,326 2T@SFC,2m Temp,267.090075017678430,268.466909314358929,272.728214959964021,277.886461847648661,283.764232991608424,292.003724868160987,296.160400531206676,294.242261684511845,289.384830589089006,281.707053377601426,274.275373263721974,268.083061204192006,2.445190121450894,3.128213696125183,2.679593686390155,1.710378885358713,1.658449118370431,2.065758620690776,0.954673692796275,1.536959520379203,1.737224072880664,2.161250050225168,3.311008155758637,2.698753633572981
Dacey Reservoir,327,2T@SFC,327 2T@SFC,2m Temp,270.495505593039752,273.350784301757812,278.933882279829561,284.769657481800436,290.148995139382123,297.804236672141315,301.290158358487190,299.391350486061810,294.679110440340935,286.632809725674690,278.868480335582376,272.066633744673311,3.831267566240141,3.889390150245787,3.199248320558296,1.541298830030654,1.692717755975141,1.841396677210807,0.976659593736605,1.639609062517912,1.718613244581229,1.986426591860198,2.640099087839621,2.519819034465325
Kemmerer Reservoir,328,2T@SFC,328 2T@SFC,2m Temp,264.290427468039752,265.561544244939626,269.299826882102252,273.195793845436810,279.856381503018440,287.108924172141315,292.060932506214499,290.373062133789062,285.688520951704561,277.520238702947438,270.180802778764189,264.367059881036937,1.299910922278232,1.925538877572054,2.024735842823085,1.546622176492064,1.149056868412520,1.804413720475685,1.198072501107911,1.202039749228230,1.082160502502304,2.037407111128565,2.165688157231231,1.719232189974434
Springfield,331,2T@SFC,331 2T@SFC,2m Temp,268.453602183948874,271.550713279030560,276.497625177556813,281.020367709073128,287.130884343927562,293.555834683504997,299.063240744850873,296.959354747425436,291.081986860795439,282.598186146129251,275.075511585582376,269.521534312855124,3.046227079653675,2.125390699506887,2.285565460058427,1.486657407396332,1.150547972548750,1.969406077462299,1.361271841944489,1.397891052008075,1.135625329388367,2.169353539683277,1.816174555232524,1.623561055674856
Baker Lake,999,2T@SFC,999 2T@SFC,2m Temp,270.897119795132710,270.205251055626718,273.067613664489727,275.609246134254875,281.092817078520454,283.976139178623100,288.257377313671611,288.902032709933735,284.494045178415206,279.039078330777670,273.163947881707600,269.646036768906583,1.657947899500668,2.228105979727046,1.149674073951946,1.529562324141787,1.783294666092423,1.809763823666765,1.354603206201670,1.049148581945582,1.537288276965863,1.890790587964035,1.355988569961356,2.005346460678485
Las Curias,1000,2T@SFC,1000 2T@SFC,2m Temp,297.548062411221565,297.657957597212373,298.018221768465935,298.881873390891315,299.717887184836627,300.627567638050436,300.838986483487190,300.822280883789062,300.586425781250000,299.971588134765625,298.873274369673311,297.998629483309685,0.350156500447584,0.416028976300192,0.292283446630929,0.454937334834858,0.614745989229505,0.619242605638517,0.452368705918520,0.377442303115531,0.479627216786920,0.473930391785466,0.420534721004445,0.406304342714347
Acton Lake,1001,2T@SFC,1001 2T@SFC,2m Temp,271.616954456676126,272.956430608575999,277.933704723011374,283.984323674982249,290.184506503018440,294.795536388050436,296.565371426669060,295.932721224698128,293.269486860795439,286.761360862038373,278.771711869673311,275.134282892400563,2.799254922987908,3.678399308492125,2.433459967494866,1.555681055942411,1.604052331506966,0.631430948943350,1.106058097771402,0.950304720944941,1.107769368282817,1.190998100154425,2.134059920949001,2.324367479004320
Alum Creek Lake,1002,2T@SFC,1002 2T@SFC,2m Temp,271.142998864992194,272.272664261538182,277.365844774672212,283.510978779385880,289.847858928002381,294.353917857118688,296.271096237898405,295.509120093618208,292.870828730850917,286.502836882836618,278.531980615089651,274.842139423085030,2.846760637516288,3.833001644233226,2.473878912667250,1.567620776448025,1.517491622031004,0.650636174843869,1.146926475675441,0.973810797484088,1.151844583196578,1.280583587369529,2.067182168857898,2.439811088758813
Apple Valley Lake,1003,2T@SFC,1003 2T@SFC,2m Temp,270.929632013494313,272.001352483575999,276.945601029829561,283.195438731800436,289.517247980291188,294.033817638050436,296.041046142578125,295.226045088334502,292.550559303977252,286.195664839311064,278.376115278764189,274.678139426491498,2.755931023976626,3.727036149359086,2.518310555367879,1.583585314710815,1.489811158589702,0.645052187848500,1.139546185683476,0.972124173782550,1.108059276904118,1.285662312898073,2.133841313049681,2.441339273985073
Atwood Lake,1004,2T@SFC,1004 2T@SFC,2m Temp,271.157929300350304,272.242689144588098,276.853446035317631,283.108583460945113,289.279325480866873,293.707467796595665,295.983847842474177,295.151551757714685,292.363998149151655,286.153586574809481,278.451631098624489,274.937003466959993,2.697525894728506,3.635482927944171,2.496567686353642,1.541389179275753,1.514896437900897,0.579141512018305,1.098056403890709,1.008709336030685,1.097545849634614,1.207404984017327,2.093363974969265,2.359975610018912
Brookville Lake,1005,2T@SFC,1005 2T@SFC,2m Temp,271.733883003636606,273.105049169705353,278.083683669512027,284.187492400680242,290.371556969299206,295.015505504375312,296.753803314178526,296.128330542947140,293.424212538166842,286.911897525011284,278.928054765566230,275.256875551277517,2.780405105436036,3.633869383270292,2.448027270459099,1.543130301156147,1.602079746006545,0.625315837019585,1.068943051494712,0.931410256627284,1.085390279511324,1.183981195297666,2.167520082529846,2.326569213668331
Buckhorn Lake,1006,2T@SFC,1006 2T@SFC,2m Temp,275.328540369959342,277.475684107367385,281.160131451548466,286.298226614070359,291.299834492907848,295.411551099087433,297.406458676024158,296.532389738371364,294.263166152963208,288.498629215095889,281.274755906869586,278.613619294733894,2.599491848506976,3.220046241652714,2.228809563335662,1.542579946045496,1.639688433222871,0.910167472422075,0.958261126977176,0.911355219211051,1.597498947283857,1.272360351149401,2.073976038150009,2.284778214080851
Burr Oak Reservoir,1007,2T@SFC,1007 2T@SFC,2m Temp,272.419333718039752,273.796096801757812,278.380260120738626,284.418272538618623,290.108512184836627,294.559385819868623,296.599462335759938,295.896322076970876,293.367853338068187,287.081495805220186,279.416953346946002,276.019758744673311,2.661760471964394,3.471423864602579,2.423739969809092,1.524263381348656,1.584070238697280,0.634418619363364,1.017864230657026,0.910945388374129,1.324377472456288,1.289559510691400,2.010204860278848,2.271393704433488
Caesar Creek Lake,1008,2T@SFC,1008 2T@SFC,2m Temp,272.112294704163048,273.488521130513618,278.328890718996490,284.367142795354141,290.508607207790590,295.040321538928254,296.857415600865238,296.195597877321347,293.587253729995666,287.142842723930812,279.233231737143171,275.686745171268512,2.775364473416362,3.615915230202940,2.461433113410710,1.561720420737370,1.597569421330700,0.674475418308286,1.199366119153712,0.969422562522955,1.171393619718214,1.241692493962238,2.116902858206781,2.327475281277986
Carr Fork Lake,1009,2T@SFC,1009 2T@SFC,2m Temp,275.171711510968237,277.338296979734935,280.956834712343493,286.156012431188174,291.057063432459529,295.054263200834725,297.061392389817797,296.221468211987769,293.923606755325238,288.245972532069288,281.092494694355253,278.471720157383572,2.581046457873125,3.239303502150506,2.264569363087540,1.514995732002268,1.643958817860568,0.902115368878229,0.933746095194461,0.934606865200001,1.609348609951724,1.288486309381378,2.078602389867556,2.314172591655654
Cave Run Lake,1010,2T@SFC,1010 2T@SFC,2m Temp,274.572844842270001,276.470179501906557,280.588723706932171,286.121763765716878,291.390496673871269,295.684712709533812,297.556998957167536,296.825046807166586,294.304858323579936,288.287036188064917,280.825273167225134,277.904184235348112,2.563648228891084,3.317744158192759,2.363378227974381,1.542187531838417,1.638004220946910,0.723926026812315,0.977294238712354,0.871188264651638,1.466197901328282,1.194325966005511,2.075188067744151,2.269524931847295
Charles Mill Lake,1011,2T@SFC,1011 2T@SFC,2m Temp,270.520008433948874,271.417012994939626,276.413640802556813,282.728286743164062,289.190365878018440,293.757361672141315,295.745236483487190,294.936982588334502,292.229181463068187,285.956850918856560,278.125405051491498,274.323025790127815,2.846999450458950,3.808234114080094,2.592600083333850,1.630434606030589,1.456432422936724,0.650153198261032,1.114312945034841,1.034037641149478,1.077141744452328,1.284903544180815,2.202006970916874,2.558117553148227
Cowan Lake,1012,2T@SFC,1012 2T@SFC,2m Temp,272.328177618963878,273.737087788976396,278.507494285575262,284.511103899994055,290.561391793888845,295.053239451874845,296.826244338439949,296.159069360195815,293.628919119319505,287.226400715957595,279.340250246802782,275.870668104014271,2.751117693073523,3.626903278671727,2.457190967245979,1.556229797541722,1.597720019937068,0.635687714298941,1.181280173173691,0.921718363078086,1.154526479938151,1.231320019540600,2.108737221875383,2.325533479390283
Delaware Reservoir,1013,2T@SFC,1013 2T@SFC,2m Temp,270.893440207686183,271.944817801548311,277.161533346637214,283.332377278301863,289.709098059115149,294.226958978841424,296.099532037163499,295.317696973351076,292.720014764369751,286.418720892452882,278.422705759531254,274.660848476015531,2.899570997722035,3.967118549606065,2.484342826189249,1.595959248682669,1.499397836377230,0.663942632846369,1.152538721790840,1.020908778364844,1.131389383776704,1.284529357732104,2.094849569401960,2.495981029619132
Dillon Lake,1014,2T@SFC,1014 2T@SFC,2m Temp,271.862081721050743,273.104331125820750,277.816383460737939,283.903280116132407,289.883380082757128,294.375962102405651,296.439772959218885,295.695891375877011,293.037375261198122,286.715311093471769,278.984326159439377,275.515372053235524,2.680281285031195,3.546909733438780,2.428797887004430,1.507657716270170,1.559485991445020,0.646229634960635,1.064213145663336,0.872999638417336,1.151054187238910,1.270964876008682,2.033436186446728,2.293467566314720
Hocking County Lake,1015,2T@SFC,1015 2T@SFC,2m Temp,272.346712979403435,273.686189131303252,278.361616654829561,284.437093561345876,290.276658491654814,294.758782126686810,296.725705233487190,296.025760997425436,293.495871803977252,287.114166259765625,279.376115278764189,275.933998801491498,2.666812159633427,3.534895699170367,2.460905979162896,1.522455409447091,1.562860698701397,0.626134965208642,1.069071305021578,0.876391300712612,1.235922938636572,1.268875738917737,2.059406956186789,2.300932990228284
Kiser Lake,1016,2T@SFC,1016 2T@SFC,2m Temp,270.746748490767061,271.972765835848747,277.156005859375000,283.281021118164062,289.618632923473001,294.201608831232249,296.061997847123564,295.386023781516315,292.801624644886374,286.377483021129251,278.382862437855124,274.530234596946002,2.954831175538760,3.928612031555501,2.536084437353776,1.603959461362826,1.541660552500968,0.707873546918054,1.219869852923952,1.043416436912940,1.180082138193422,1.259686012405317,2.178760474403905,2.534189663720249
Knox Lake,1017,2T@SFC,1017 2T@SFC,2m Temp,270.698994144318647,271.732495927505738,276.706421909642529,282.945354330952227,289.301018600863927,293.831303359751985,295.812387895775487,295.012204929375571,292.354784980414308,286.016623081502985,278.190291378007032,274.471130558834375,2.799891089019203,3.765308415611921,2.530478984941867,1.596809218053569,1.484681599552651,0.644010169649700,1.128621151998625,0.993892865726014,1.099365509348539,1.291829317211625,2.158875592252224,2.488446582491885
La Due Reservoir,1018,2T@SFC,1018 2T@SFC,2m Temp,270.300533558369523,270.919879705355129,275.319688270995584,281.667937859392964,288.208580209414947,292.763188320192228,295.055797103447276,294.285831875149881,291.457781405858157,285.452997552720376,277.905824591217424,274.206625679307479,2.685993960771714,3.631809922039315,2.665623297433385,1.741727604961682,1.419041966094195,0.640591465359171,1.104489984472987,1.037102359658066,1.004863236186046,1.186149933497675,2.182031547097012,2.431366848485868
Lake Loramie,1019,2T@SFC,1019 2T@SFC,2m Temp,270.676125942009776,271.823718058110160,277.151127671480481,283.322414199049206,289.784063886245463,294.429344424446015,296.213755488452364,295.499146543688255,292.883707316093592,286.452045428358701,278.483535326946765,274.502312921422686,2.965528972379543,3.956052886607275,2.578339483781462,1.592775197981222,1.524640160615347,0.702000612832915,1.159332413150278,1.039948113674317,1.134969487478664,1.237653132476164,2.217452149347949,2.613833132867547
Lake Milton,1020,2T@SFC,1020 2T@SFC,2m Temp,270.714601318197708,271.562298731088845,276.052533288878180,282.442675159553005,288.810817718894270,293.304606333300853,295.637594338705014,294.835527506319977,291.983563957619140,285.870127400659328,278.212634648867322,274.551320187491399,2.696038942932294,3.653511750580423,2.610023101566162,1.629646243237309,1.472137354367020,0.594207865323185,1.135674862968987,1.042675751141432,1.022577491604125,1.187647662127946,2.134007162998857,2.415046979613265
Lake Mohawk,1021,2T@SFC,1021 2T@SFC,2m Temp,270.973843661221565,272.028696233575999,276.612681995738626,282.906376231800436,289.130706787109375,293.562581842595876,295.834370006214499,294.990782304243623,292.195268110795439,285.998931884765625,278.306157892400563,274.767450506036937,2.680916065029374,3.653157060227080,2.521647907668011,1.559612123341983,1.513440933956537,0.573377784455328,1.104976053272593,1.017101496599762,1.079990575886844,1.204685618476469,2.104210693069923,2.385610274138766
Lake Roaming Rock,1022,2T@SFC,1022 2T@SFC,2m Temp,270.580880711200905,270.923466066263074,274.997503702215170,281.269467640554353,287.919997620764775,292.661186173055057,295.167978706471672,294.503953039421617,291.642779802616644,285.755162431418910,278.358593316296265,274.587149334008814,2.626722122177570,3.539742171287328,2.711046439808793,1.746365394590692,1.345350829679832,0.704345424970787,1.072142052534778,1.055191806221029,0.977666775385070,1.162457328287285,2.125680659264729,2.331678831795961
Lake Waynoka,1023,2T@SFC,1023 2T@SFC,2m Temp,272.988935990767061,274.559413563121439,279.150501598011374,285.044515436345876,290.853363037109375,295.302816217595876,297.116330233487190,296.411059292879997,293.845126065340935,287.502838134765625,279.732294256036937,276.468799937855124,2.725059513969426,3.490242656224831,2.394100020810765,1.555565285338329,1.596974525029193,0.587241532639690,1.110575928292503,0.806080532378568,1.166711611187230,1.196921691291084,2.086524164541241,2.279319085207464
Michael J Kirwan Reservoir,1024,2T@SFC,1024 2T@SFC,2m Temp,270.515908864415564,271.324167727320571,275.822598574151016,282.201686094695219,288.625707725168468,293.120031523691637,295.407686437773009,294.615607530668967,291.788619600156437,285.697670080335456,278.056599757244101,274.378376967854820,2.699413754190518,3.661516346671476,2.636510512449732,1.664072334715520,1.456540931096414,0.601147004617354,1.108167199355948,1.032257629156859,1.021684995171242,1.188092167442028,2.160725707827422,2.432051716991519
Paint Creek Lake,1025,2T@SFC,1025 2T@SFC,2m Temp,272.453969477786075,273.890336195878774,278.561441054547004,284.505280253874275,290.399598837095425,294.893200914245995,296.739567325010114,296.122892373655759,293.580017206062678,287.207762549861059,279.386620822637212,276.026492787207701,2.733580499281859,3.604407633243961,2.410987490377650,1.533840193341894,1.599853247044282,0.599126215663943,1.122525588094595,0.823307844110051,1.152677487722137,1.206782210518298,2.068704049437047,2.288703765074908
Piedmont Lake,1026,2T@SFC,1026 2T@SFC,2m Temp,271.703743081437949,272.981426303313015,277.463089108776842,283.556675550979719,289.421610886963663,293.750858420421025,296.008851176703104,295.235068897306746,292.552080233116669,286.389699376650185,278.798489144059545,275.417577004343173,2.672510927819163,3.533659992261706,2.433744700911654,1.522670365085854,1.558673683105919,0.552452431436597,1.001413158900796,0.952840430088609,1.140600443806278,1.234725363735799,2.023054678951804,2.282969603945153
Pleasant Hill Lake,1027,2T@SFC,1027 2T@SFC,2m Temp,270.616776899857939,271.565628051757812,276.534379438920439,282.808719981800436,289.205635764382123,293.755941217595876,295.757843017578125,294.946393099698128,292.249778053977252,285.959159157492877,278.152393687855124,274.394048517400563,2.818773831811852,3.789565098972032,2.547688926865354,1.617424015924805,1.463345049803424,0.643580857403827,1.115638678907391,1.016972091240927,1.084203563909236,1.286972725390752,2.171879840124596,2.516756330721193
Rocky Fork Lake,1028,2T@SFC,1028 2T@SFC,2m Temp,272.607820152526358,274.090021888494903,278.709948040445397,284.649673586993970,290.495911597093766,294.999006879855926,296.835095715509112,296.241047824143038,293.720986948143604,287.323625773437357,279.517919585318168,276.160391569072601,2.708790489061474,3.571703175584594,2.416893226375637,1.541153055012337,1.599376630947169,0.574043704356066,1.133119079659966,0.803461395765581,1.165714359021923,1.202429003183369,2.102545623076228,2.292592402842734
Senecaville Lake,1029,2T@SFC,1029 2T@SFC,2m Temp,272.079317867514646,273.458864633036967,277.975426944619358,284.064896357347152,289.800732732550159,294.145879847035530,296.339280122848038,295.619646859904208,292.978456590953840,286.774913832321658,279.167163568794535,275.781128437185600,2.702399852019303,3.485768081288227,2.437311986915421,1.509046999298177,1.577404583072118,0.578890162102886,0.980984182713623,0.949306421533634,1.232117128221169,1.288575745549768,2.012943378008861,2.273973864482246
Tappan Lake,1030,2T@SFC,1030 2T@SFC,2m Temp,271.404276579679276,272.622699657471799,277.152743338096229,283.337000256938722,289.346350697416824,293.711334541313022,295.987224242948116,295.180376981278187,292.443453931076874,286.268270698401921,278.623054562383629,275.184912653134518,2.698576064474048,3.574988396267991,2.477264495347982,1.531461421463781,1.536117676711627,0.556140512486227,1.054849855133513,0.970446712104008,1.105588218251168,1.208699222049860,2.049903127028015,2.314360922884033
William H Harsha Lake,1031,2T@SFC,1031 2T@SFC,2m Temp,273.097892993226822,274.621959698926673,279.280378622704859,285.209955353029954,291.084404893153419,295.592779598493792,297.376384605704459,296.700952790662541,294.116944827694795,287.701626059620821,279.923540445098695,276.561367475591055,2.672925621378166,3.486645963202757,2.390161365322073,1.581651620271761,1.616880553625676,0.616282957490695,1.126851072856887,0.789910317595843,1.160528119773788,1.206510640943562,2.108202198138332,2.275905946094336
Wingfoot Lake,1032,2T@SFC,1032 2T@SFC,2m Temp,270.521120829953645,271.399875778725175,276.121990631973063,282.511995456548902,288.967664032815662,293.451711023729843,295.657657090707005,294.833007858783049,291.991571044393140,285.835171646050526,278.108388223539578,274.407430360362696,2.775616288095692,3.758080577368890,2.620197207657522,1.651247837892758,1.455590979680463,0.599652512580018,1.062182599237029,1.016554519523398,1.041655548533575,1.208503873383898,2.180293517386801,2.463225630782360
Falls Lake,1033,2T@SFC,1033 2T@SFC,2m Temp,278.274350386833248,280.370636360128003,283.439230266435345,288.888210397077103,293.600271449324225,297.536301188525840,299.599547694885587,298.629228712698364,295.934820122816461,290.561038168441087,283.848595477074809,281.005703461708720,2.123675276259069,2.927879934380529,2.376962470265479,1.018804778528829,1.543870742452404,0.893559186299632,0.773686726006347,0.879992305850849,1.039549232984153,1.194735628847111,1.635459648017777,2.192129230762450
French Creek,1,var10@SFC,1 var10@SFC,Lake Bottom Temp,280.520707563920439,282.069224964488626,285.737593217329561,289.632879083806813,292.816961115056813,295.342706853693187,296.268798828125000,296.528209339488626,295.985640092329561,291.737326882102252,285.609086470170439,282.718550248579561,2.344870286443535,2.204929383622061,1.787021558073743,0.919267544100348,1.149700223591778,2.071662353088719,2.725940725861274,2.620357562222986,1.793650284939296,1.079684577993876,1.610981010500553,1.547323583352519
Arkabutla,2,var10@SFC,2 var10@SFC,Lake Bottom Temp,277.946460943621844,279.165514671632707,283.567490115279270,288.314593110367923,293.335334749496326,297.181443629810474,299.360019095641917,298.678564171979815,296.001495263512822,290.439630570201871,283.416571072722434,280.351155513372419,2.214624878906466,2.296050173378049,2.151197046117673,1.225888890061537,1.434375117612678,1.284069879113168,1.942906645080956,1.506412400323023,1.358127580075772,1.113033565524131,1.936155874581859,1.939686751696775
Lake O' the Pines,3,var10@SFC,3 var10@SFC,Lake Bottom Temp,280.074918175430639,281.654587845850642,285.879220725894413,289.996646270171425,294.124589858879062,297.943354982767232,299.452074125373201,299.169889804222464,297.296260975917505,291.973867764390093,285.545700809133734,282.354463407988192,2.072405794034703,2.002243234345090,2.208114279714280,1.133461214548486,1.710817477034149,1.801771734041163,2.171817326683210,1.807380866954104,1.443951989602572,0.867502603839657,1.851558691175898,1.994805757343490
Cotile Lake,4,var10@SFC,4 var10@SFC,Lake Bottom Temp,281.653571936967921,283.826301777215463,287.879262545064648,291.246028136808604,295.594698236767840,299.384449186670395,300.616689769518814,300.375920238234471,298.136754201634460,292.590702968999153,286.247059427109605,283.911993450091416,2.547148220612298,2.402976764455484,2.034271353396587,1.115513616017512,1.131865897954703,0.723963686550367,0.667164689952907,0.610042389597344,0.784385462794341,0.771320970701350,1.934472621909958,1.909867230453676
okeheelee,10,var10@SFC,10 var10@SFC,Lake Bottom Temp,290.976629083806813,290.511918501420439,291.455011541193187,293.384255149147748,294.530118075284065,295.738658558238626,296.249977805397748,296.513294566761374,296.628884055397748,295.821266867897748,294.302223899147748,292.664217862215935,1.039132841840765,1.298321329272172,1.697473003811810,2.313636250980495,2.755497338681295,3.337152303930629,3.461069615254976,3.389776494233322,3.293509169979956,2.556523336499215,1.220435168808482,1.340582225853313
Lake Jacksonville,11,var10@SFC,11 var10@SFC,Lake Bottom Temp,281.252298923172361,282.158520392505920,285.436082642869849,288.428235179405306,290.293150216799745,291.836312656880239,292.599487478810659,292.982896617386871,292.689740741662490,291.275598801935416,286.825157864913933,283.572290245686133,1.872109288390675,1.841870502143590,2.539095476697965,2.118849410011445,2.678868389786923,3.300698416228883,3.516461283386437,3.424662151791058,2.844294448041251,1.790591320709185,1.571348731943637,1.699787569912069
Concord Pond,13,var10@SFC,13 var10@SFC,Lake Bottom Temp,275.613791725852252,276.355846058238626,279.264137961647748,285.306263316761374,290.395219282670439,295.180109197443187,298.518354936079561,297.406405362215935,294.187255859375000,288.470148259943187,281.087557705965935,277.721169211647748,1.329457824771377,1.910950654871850,2.154229116647220,1.316250616643529,1.423842958688895,0.633545431545903,0.824310401631001,1.120984894849222,1.003003005888083,1.053240431799707,1.334581169364419,1.688327013340620
Johnson Family Boating Lake,14,var10@SFC,14 var10@SFC,Lake Bottom Temp,280.834539240056813,282.982310901988626,286.806396484375000,290.406316583806813,294.797474254261374,298.694091796875000,300.092840021306813,299.748202237215935,297.386474609375000,291.919233842329561,285.379106001420439,283.167147549715935,2.578873927712156,2.481903906957176,2.008733429561755,1.127011346298628,1.163945043123274,0.717460077943516,0.790955649971645,0.647376432420413,1.056455334080654,0.885734979841992,1.848083205749515,1.924320059183886
jolly pond,16,var10@SFC,16 var10@SFC,Lake Bottom Temp,276.608021129261374,277.892245205965935,281.075750177556813,286.953413529829561,291.882213245738626,296.517600319602252,299.146550958806813,298.187300248579561,295.198619495738626,289.450617009943187,282.210471413352252,279.040815873579561,1.652585644157364,2.297452202457212,2.246860753975156,1.105074361846320,1.531572256215635,0.764839104865239,0.816253296616357,1.058390487193746,1.159911819100942,1.122622979858586,1.303993989592133,1.756744978661680
Blue Lake,17,var10@SFC,17 var10@SFC,Lake Bottom Temp,292.071531154392915,291.669563688264930,291.732014518684139,291.882650991586729,291.982909814794652,292.069673636910181,292.141639464051650,292.217879630135656,292.294678417285752,292.372456498579936,292.448931585991829,292.446663639095448,0.471529580983612,0.449501996072119,0.502586154545214,0.483562545464684,0.486425213511995,0.479407184254130,0.473536212164612,0.476278474781301,0.483489909833798,0.488041067663838,0.488293688656354,0.424177018014752
Crooked Creek Reservoir,18,var10@SFC,18 var10@SFC,Lake Bottom Temp,282.148770419034065,284.484574751420439,288.291481711647748,291.545521129261374,295.734974254261374,299.388250177556813,300.577658913352252,300.356778231534065,298.241233132102252,292.859308416193187,286.586447975852252,284.422252308238626,2.639683094831051,2.446612572442195,2.026834860586877,1.089093690032928,1.115435217888960,0.715611243113176,0.629831001066382,0.552537090879190,0.765608555254762,0.789290079220108,1.896752432606578,1.885026469320875
lake juniper,44,var10@SFC,44 var10@SFC,Lake Bottom Temp,279.476383571797555,280.509152079225487,283.596491043613639,288.004805576011620,291.679097697605073,294.591917932124943,296.065925080392333,295.808431760560154,294.741864692372474,290.917997590019752,284.586153021209157,281.394169315827071,1.860760675509468,2.181021738533418,1.846134861888281,0.930408556892982,1.307688283852494,2.228479770669727,2.809562779198531,2.371480126455983,1.432629715408067,1.428470188191735,1.242742300690342,1.248284921355191
Maple Lake,46,var10@SFC,46 var10@SFC,Lake Bottom Temp,275.037424285255952,275.595331414084171,278.113260320879476,284.017423784904224,289.188465951922751,294.270475834750982,297.815542607406258,296.610144607567975,293.343880685322404,287.594974110191288,280.218505080616922,276.886795847039707,1.214316192834412,1.622566582966199,1.917782013261142,1.328970834423981,1.215542152884595,0.610484485154207,0.788688083983476,1.132972546642320,0.952356943439177,1.023888859153827,1.368078735899915,1.681991975863173
Mirror Lake,47,var10@SFC,47 var10@SFC,Lake Bottom Temp,275.205411044034065,274.227650035511374,275.912353515625000,280.126220703125000,283.404629794034065,284.599276455965935,285.239146839488626,285.665105646306813,285.996914950284065,285.937566583806813,282.786110617897748,278.130748401988626,0.927227798349222,1.024802639581848,1.397501262540770,1.021515544572953,0.829938334709992,1.020299582909993,1.023852613518893,0.991885189516646,0.948523328534503,0.658051376536604,0.810250358734164,1.207568453353339
Lake Stockwell,49,var10@SFC,49 var10@SFC,Lake Bottom Temp,275.343727805397748,274.309326171875000,276.026522549715935,280.265869140625000,283.489280007102252,284.588578657670439,285.230979225852252,285.653298117897748,285.988969282670439,286.073797052556813,282.973255504261374,278.313010475852252,0.960920884662136,1.076975434490100,1.417297828483621,1.031951896625740,0.722909175125837,0.751951206880805,0.844492482563125,0.826315638486092,0.797564208949538,0.689040649568611,0.788054723925374,1.187898694211016
Tully Lake,51,var10@SFC,51 var10@SFC,Lake Bottom Temp,273.192074413259547,273.171823734838426,273.547238017477810,277.244139576737098,283.717423442910444,288.537554143236832,290.633703727730733,290.678736433105087,289.387218937954060,284.526590190839556,277.583100143223021,273.689321354312710,0.054851089631313,0.027251583207559,0.493117033550912,1.221564168656928,0.790298134374280,0.804344949090229,1.682969132952759,1.211465973818636,0.901171457666598,1.010745331110574,1.151233463646026,0.677467705412582
Lake Zoar,52,var10@SFC,52 var10@SFC,Lake Bottom Temp,273.480041604433666,273.482107225491973,274.613710582117335,279.424435192911290,285.132677239445002,288.618062604575584,290.309890679769012,290.739132712279911,289.750723641524928,285.927631059032876,279.157762291416532,274.786835054800065,0.279058939386249,0.394600236715939,1.114880665543192,1.171568461495460,0.911942097363079,1.280129393671093,1.538458331367076,1.619217503334294,1.195677134854132,1.009023134106405,1.113287045874894,1.249312550639020
Morris Reservoir,53,var10@SFC,53 var10@SFC,Lake Bottom Temp,273.266224254261374,273.286510120738626,274.067183061079561,278.502064098011374,284.345015092329561,287.785267223011374,289.229203657670439,290.145396839488626,288.974764737215935,285.379860617897748,278.586403586647748,274.265292080965935,0.135405032108156,0.205943588912930,0.924755034346818,1.241449224426207,0.913402291191298,1.463862865408114,1.936773140947118,2.330782711891622,1.300209056080277,0.985995817222802,1.137421769027903,1.081208631656895
Spencer Lake,54,var10@SFC,54 var10@SFC,Lake Bottom Temp,273.618940873579561,273.577792080965935,275.260941938920439,280.648193359375000,285.924027876420439,289.866543856534065,291.546320134943187,291.346568714488626,290.057772549715935,285.905206853693187,278.786687677556813,274.734397194602252,0.415137357518905,0.540836669176845,1.452274755481102,1.300638376898498,1.201202359793399,1.918608555460890,2.450688137671406,2.075083627205460,1.327269523508070,1.264785218654255,1.338864197016465,1.199870031059909
Zepernick Lake,55,var10@SFC,55 var10@SFC,Lake Bottom Temp,273.533269708806813,273.545743075284065,275.275190873579561,281.135631214488626,286.957985617897748,291.656227805397748,293.937832919034065,293.456831498579561,291.045920632102252,285.421142578125000,277.866854580965935,274.315274325284065,0.353526677538501,0.568250329482073,1.611856558475443,1.338058128532690,1.611791096588691,1.942622824803382,2.355017654131352,1.943501832966140,1.351416577264300,1.379774599753662,1.300815204935244,1.120682123444765
Slatersville Reservoir,57,var10@SFC,57 var10@SFC,Lake Bottom Temp,273.573619495738626,273.742476029829561,274.825883345170439,280.204168146306813,286.015691583806813,291.102117365056813,295.051380504261374,294.155695134943187,290.663196910511374,285.014981356534065,277.970902876420439,274.531716086647748,0.370394784773937,0.668002574968173,1.231105261395129,1.176402171258076,0.947595564042111,0.599382913773090,0.866439586564599,1.138031425777633,0.836319565389334,1.131963560148442,1.176465902622834,1.074608504554058
