"lake_id","site_id","visit","algal_group","phylum","class","order","family","genus","density","density_units"
100,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","MERISMOPEDIA",80,"cells_ml"
100,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",120,"cells_ml"
100,11,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,40,"cells_ml"
100,11,1,"DIATOMS",NA,NA,NA,NA,NA,400,"cells_ml"
100,11,1,"GREEN ALGAE",NA,NA,NA,NA,NA,240,"cells_ml"
64,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",80,"cells_ml"
64,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","WORONICHINIA",40,"cells_ml"
64,2,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,40,"cells_ml"
184,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",120,"cells_ml"
184,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",280,"cells_ml"
184,3,1,"GREEN ALGAE",NA,NA,NA,NA,NA,520,"cells_ml"
188,9,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","MICROCYSTIS",160,"cells_ml"
18,26,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","GEITLERINEMATALES","GEITLERINEMATACEAE","GEITLERINEMA",500,"cells_ml"
18,26,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",58000,"cells_ml"
18,26,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","SYNECHOCOCCALES","MERISMOPEDIACEAE","SYNECHOCYSTIS",500,"cells_ml"
18,26,1,"DIATOMS",NA,NA,NA,NA,NA,1000,"cells_ml"
18,26,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1250,"cells_ml"
18,26,1,"EUGLENOIDS",NA,NA,NA,NA,NA,1250,"cells_ml"
186,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",2500,"cells_ml"
186,8,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,1250,"cells_ml"
186,8,1,"DIATOMS",NA,NA,NA,NA,NA,3500,"cells_ml"
103,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","ANABAENOPSIS",5250,"cells_ml"
103,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","MERISMOPEDIA",3000,"cells_ml"
103,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","MICROCYSTIS",1500,"cells_ml"
103,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",1000,"cells_ml"
103,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",1000,"cells_ml"
103,11,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,1500,"cells_ml"
103,11,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1000,"cells_ml"
57,4,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOCAPSA",3750,"cells_ml"
57,4,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",500,"cells_ml"
57,4,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","ROMERIA",1750,"cells_ml"
57,4,1,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",250,"cells_ml"
57,4,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,500,"cells_ml"
57,4,1,"DIATOMS",NA,NA,NA,NA,NA,4250,"cells_ml"
52,9,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOCAPSA",1500.003,"cells_ml"
52,9,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOTHECE",1000.002,"cells_ml"
52,9,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","GEITLERINEMATALES","GEITLERINEMATACEAE","GEITLERINEMA",1000.002,"cells_ml"
52,9,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,833.335,"cells_ml"
52,9,1,"DIATOMS",NA,NA,NA,NA,NA,7833.349,"cells_ml"
52,9,1,"GREEN ALGAE",NA,NA,NA,NA,NA,500.001,"cells_ml"
53,6,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","COELOSPHAERIUM",1000,"cells_ml"
53,6,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,1000,"cells_ml"
53,6,1,"DIATOMS",NA,NA,NA,NA,NA,500,"cells_ml"
53,6,1,"GREEN ALGAE",NA,NA,NA,NA,NA,750,"cells_ml"
14,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",500,"cells_ml"
14,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",33000,"cells_ml"
14,8,1,"DIATOMS",NA,NA,NA,NA,NA,3500,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","ANABAENOPSIS",3250,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOCAPSA",5250,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","CHROOCOCCUS",3000,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",1500,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LIMNOTHRIX",500,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","MICROCYSTIS",4750,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",2750,"cells_ml"
17,2,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","SYNECHOCOCCALES","MERISMOPEDIACEAE","SYNECHOCYSTIS",750,"cells_ml"
17,2,1,"GREEN ALGAE",NA,NA,NA,NA,NA,750,"cells_ml"
230,15,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",1000,"cells_ml"
230,15,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","GLOEOCAPSA",1600,"cells_ml"
230,15,1,"DIATOMS",NA,NA,NA,NA,NA,4400,"cells_ml"
230,15,1,"GREEN ALGAE",NA,NA,NA,NA,NA,600,"cells_ml"
46,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","OSCILLATORIACEAE","OSCILLATORIA",1166.669,"cells_ml"
46,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PHORMIDIACEAE","PHORMIDIUM",166.667,"cells_ml"
46,12,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PHORMIDIACEAE","PLANKTOTHRIX",2666.672,"cells_ml"
46,12,1,"CYANOBACTERIA",NA,NA,NA,NA,"picocyanobacteria",1166.669,"cells_ml"
46,12,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,1000.002,"cells_ml"
46,12,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,333.334,"cells_ml"
46,12,1,"DIATOMS",NA,NA,NA,NA,NA,3000.006,"cells_ml"
1,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LIMNOTHRIX",5500,"cells_ml"
1,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",375,"cells_ml"
1,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",3875,"cells_ml"
1,8,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",7750,"cells_ml"
1,8,1,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",125,"cells_ml"
1,8,1,"DIATOMS",NA,NA,NA,NA,NA,250,"cells_ml"
1,8,1,"GREEN ALGAE",NA,NA,NA,NA,NA,250,"cells_ml"
99,16,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",400,"cells_ml"
99,16,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",200,"cells_ml"
99,16,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LIMNOTHRIX",1200,"cells_ml"
99,16,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",2400,"cells_ml"
99,16,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",400,"cells_ml"
99,16,1,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",800,"cells_ml"
99,16,1,"CYANOBACTERIA",NA,NA,NA,NA,"picocyanobacteria",400,"cells_ml"
99,16,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,400,"cells_ml"
99,16,1,"DIATOMS",NA,NA,NA,NA,NA,1400,"cells_ml"
13,7,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,3200,"cells_ml"
13,7,1,"DIATOMS",NA,NA,NA,NA,NA,4000,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","ANABAENA",400,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","ANABAENOPSIS",1800,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","GOMPHOSPHAERIA",2400,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","LIMNOTHRIX",1600,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","MERISMOPEDIA",400,"cells_ml"
148,7,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",3000,"cells_ml"
148,7,2,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",2200,"cells_ml"
148,7,2,"CYANOBACTERIA",NA,NA,NA,NA,"picocyanobacteria",200,"cells_ml"
148,7,2,"GREEN ALGAE",NA,NA,NA,NA,NA,2800,"cells_ml"
147,1,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","GOMPHOSPHAERIA",800,"cells_ml"
147,1,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MICROCYSTACEAE","MICROCYSTIS",600,"cells_ml"
147,1,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",1000,"cells_ml"
147,1,2,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",14600,"cells_ml"
147,1,2,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",2600,"cells_ml"
147,1,2,"DIATOMS",NA,NA,NA,NA,NA,400,"cells_ml"
147,1,2,"GREEN ALGAE",NA,NA,NA,NA,NA,400,"cells_ml"
47,1,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,5000,"cells_ml"
47,1,1,"DIATOMS",NA,NA,NA,NA,NA,8400,"cells_ml"
47,1,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1200,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",200,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","CHROOCOCCACEAE","APHANOCAPSA",200,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","CHROOCOCCALES","MERISMOPEDIACEAE","MERISMOPEDIA",200,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",20800,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PSEUDANABAENA",1400,"cells_ml"
4,3,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","RAPHIDIOPSIS",1600,"cells_ml"
4,3,1,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",1400,"cells_ml"
4,3,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,200,"cells_ml"
4,3,1,"DIATOMS",NA,NA,NA,NA,NA,800,"cells_ml"
4,3,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1200,"cells_ml"
214,4,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PHORMIDIACEAE","PHORMIDIUM",250,"cells_ml"
214,4,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","OSCILLATORIALES","PSEUDANABAENACEAE","PLANKTOLYNGBYA",1000,"cells_ml"
214,4,1,"CYANOBACTERIA",NA,NA,NA,NA,"thin filament < 2um",750,"cells_ml"
214,4,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,500,"cells_ml"
214,4,1,"GOLDEN ALGAE",NA,NA,NA,NA,NA,1000,"cells_ml"
214,4,1,"DIATOMS",NA,NA,NA,NA,NA,2250,"cells_ml"
214,4,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1000,"cells_ml"
195,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","APHANIZOMENON",10333.323,"cells_ml"
195,11,1,"CYANOBACTERIA","CYANOPHYTA","CYANOPHYCEAE","NOSTOCALES","NOSTOCACEAE","DOLICHOSPERMUM",1666.665,"cells_ml"
195,11,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,666.666,"cells_ml"
195,11,1,"GREEN ALGAE",NA,NA,NA,NA,NA,333.333,"cells_ml"
1000,3,1,"DINOFLAGELLATES",NA,NA,NA,NA,NA,375,"cells_ml"
1000,3,1,"DIATOMS",NA,NA,NA,NA,NA,2250,"cells_ml"
1000,3,1,"GREEN ALGAE",NA,NA,NA,NA,NA,1750,"cells_ml"
