"lake_id","site_id","visit","air_temp","air_temp_units","ch4_diffusion","ch4_diffusion_units","ch4flag","ch4_r2","ch4_ebullition","ch4_ebullition_units","ch4_total","ch4_total_units","ch4_deployment_length","ch4_deployment_length_units","co2_diffusion","co2_diffusion_units","co2flag","co2_r2","co2_ebullition","co2_ebullition_units","co2_total","co2_total_units","co2_deployment_length","co2_deployment_length_units","trap_deply_date_time","trap_deply_date_time_units","chamb_deply_date_time","chamb_deply_date_time_units","precipitation","precipitation_units","wind_speed","wind_speed_units","k_co2_600","k_ch4_600","k_co2_600_units","k_ch4_600_units"
1009,"34",1,31.1649418604651,"c",39.85,"mg CH4 m-2 d-1",NA,0.990937543064926,0,"mg CH4 m-2 d-1",39.84975,"mg CH4 m-2 d-1",300,"seconds",1687.58,"mg CO2 m-2 d-1",NA,0.9481456890975,0,"mg CO2 m-2 d-1",1687.5805,"mg CO2 m-2 d-1",300,"seconds","2016-08-22 16:07:00","UTC",2016-08-22 16:11:00,"UTC",4.0402e-05,"m",0.95,"m s-1",NA,NA,NA,NA
1009,"35",1,31.2585953488372,"c",17.55,"mg CH4 m-2 d-1",NA,0.998858872375152,0.002697,"mg CH4 m-2 d-1",17.54845,"mg CH4 m-2 d-1",270,"seconds",754.7,"mg CO2 m-2 d-1",NA,0.995964615021287,0.8507,"mg CO2 m-2 d-1",755.554,"mg CO2 m-2 d-1",240,"seconds","2016-08-22 15:35:00","UTC",2016-08-22 15:33:00,"UTC",4.0402e-05,"m",0.95,"m s-1",NA,NA,NA,NA
1009,"36",1,30.1490525252525,"c",NA,"mg CH4 m-2 d-1",NA,0.881288010330017,3.265078,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",300,"seconds",369.6,"mg CO2 m-2 d-1",NA,0.92672115364534,0.1003,"mg CO2 m-2 d-1",369.6989,"mg CO2 m-2 d-1",300,"seconds","2016-08-22 14:24:00","UTC",2016-08-22 14:27:00,"UTC",3.9542e-05,"m",0.93,"m s-1",NA,NA,NA,NA
1010,"1",1,32.3821360465116,"c",34.43,"mg CH4 m-2 d-1",NA,0.999621724415787,13.954187,"mg CH4 m-2 d-1",48.38471,"mg CH4 m-2 d-1",240,"seconds",-1002.54,"mg CO2 m-2 d-1",NA,0.997188405974979,0.2557,"mg CO2 m-2 d-1",-1002.2889,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 17:20:00","UTC",2016-08-08 17:21:00,"UTC",0.000726962,"m",2.44,"m s-1",NA,NA,NA,NA
1010,"2",1,32.3566797979798,"c",21.99,"mg CH4 m-2 d-1",NA,0.977256358003646,3.283644,"mg CH4 m-2 d-1",25.26926,"mg CH4 m-2 d-1",300,"seconds",-1215.34,"mg CO2 m-2 d-1",NA,0.996173101303561,0.0602,"mg CO2 m-2 d-1",-1215.2788,"mg CO2 m-2 d-1",180,"seconds","2016-08-08 17:11:00","UTC",2016-08-08 17:11:00,"UTC",0.000238219,"m",2.63,"m s-1",NA,NA,NA,NA
1010,"3",1,32.7567104651163,"c",16.11,"mg CH4 m-2 d-1",NA,0.995775289553208,3.297785,"mg CH4 m-2 d-1",19.40483,"mg CH4 m-2 d-1",300,"seconds",-2515.58,"mg CO2 m-2 d-1",NA,0.963813055597752,0.0604,"mg CO2 m-2 d-1",-2515.517,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 16:27:00","UTC",2016-08-08 16:27:00,"UTC",0.000221246,"m",2.4,"m s-1",NA,NA,NA,NA
1010,"4",1,32.1362074074074,"c",9.06,"mg CH4 m-2 d-1",NA,0.998701141810541,NA,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",300,"seconds",NA,"mg CO2 m-2 d-1",NA,0.381409889759174,NA,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",270,"seconds","2016-08-08 13:58:00","UTC",2016-08-08 13:58:00,"UTC",0.000209713,"m",1.65,"m s-1",NA,NA,NA,NA
1010,"5",1,32.9368058139535,"c",27.51,"mg CH4 m-2 d-1",NA,0.998922213158832,0,"mg CH4 m-2 d-1",27.51188,"mg CH4 m-2 d-1",120,"seconds",-344.82,"mg CO2 m-2 d-1",NA,0.959798929722529,0,"mg CO2 m-2 d-1",-344.8186,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 15:05:00","UTC",2016-08-08 15:10:00,"UTC",0.000216404,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"6",1,32.7083726415094,"c",17.16,"mg CH4 m-2 d-1",NA,0.989310594943298,57.149078,"mg CH4 m-2 d-1",74.31129,"mg CH4 m-2 d-1",120,"seconds",271.18,"mg CO2 m-2 d-1",NA,0.982870779870894,0.2523,"mg CO2 m-2 d-1",271.4275,"mg CO2 m-2 d-1",310,"seconds","2016-08-08 14:33:00","UTC",2016-08-08 14:34:00,"UTC",0.000216404,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"7",1,31.7147386363636,"c",15.81,"mg CH4 m-2 d-1",NA,0.993105793339877,51.171236,"mg CH4 m-2 d-1",66.9764,"mg CH4 m-2 d-1",240,"seconds",NA,"mg CO2 m-2 d-1",NA,0.725904615827646,0.2613,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 13:20:00","UTC",2016-08-08 13:20:00,"UTC",0.000195587,"m",1.59,"m s-1",NA,NA,NA,NA
1010,"8",1,32.7707540816327,"c",25,"mg CH4 m-2 d-1",NA,0.996003140425467,1.631796,"mg CH4 m-2 d-1",26.63107,"mg CH4 m-2 d-1",300,"seconds",NA,"mg CO2 m-2 d-1",NA,0.89615815565184,0.0299,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",270,"seconds","2016-08-08 14:52:00","UTC",2016-08-08 14:55:00,"UTC",0.000216404,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"9",1,29.3384220930233,"c",14.59,"mg CH4 m-2 d-1",NA,0.999197473099599,4.029286,"mg CH4 m-2 d-1",18.61862,"mg CH4 m-2 d-1",270,"seconds",-296.93,"mg CO2 m-2 d-1",NA,0.976678927474577,0.0738,"mg CO2 m-2 d-1",-296.8523,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 12:20:00","UTC",2016-08-08 12:33:00,"UTC",0.000195587,"m",1.59,"m s-1",NA,NA,NA,NA
1010,"10",1,32.6971511627907,"c",34.72,"mg CH4 m-2 d-1",NA,0.999023420726828,0.361592,"mg CH4 m-2 d-1",35.07738,"mg CH4 m-2 d-1",300,"seconds",-815.33,"mg CO2 m-2 d-1",NA,0.981009217218799,4.1503,"mg CO2 m-2 d-1",-811.1763,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 16:34:00","UTC",2016-08-08 16:41:00,"UTC",0.000238219,"m",2.63,"m s-1",NA,NA,NA,NA
1010,"11",1,31.94528125,"c",16.15,"mg CH4 m-2 d-1",NA,0.997043498966958,60.298021,"mg CH4 m-2 d-1",76.45089,"mg CH4 m-2 d-1",240,"seconds",-191.94,"mg CO2 m-2 d-1",NA,0.947003247657176,0.1897,"mg CO2 m-2 d-1",-191.7468,"mg CO2 m-2 d-1",210,"seconds","2016-08-08 13:40:00","UTC",2016-08-08 13:42:00,"UTC",0.000209713,"m",1.65,"m s-1",NA,NA,NA,NA
1010,"12",1,32.9799,"c",48.02,"mg CH4 m-2 d-1",NA,0.998842029896804,11.892501,"mg CH4 m-2 d-1",59.91674,"mg CH4 m-2 d-1",120,"seconds",-1213.73,"mg CO2 m-2 d-1",NA,0.996883537180788,0.1255,"mg CO2 m-2 d-1",-1213.6025,"mg CO2 m-2 d-1",120,"seconds","2016-08-08 15:25:00","UTC",2016-08-08 15:26:00,"UTC",0.000216404,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"13",1,32.5165824324324,"c",22.38,"mg CH4 m-2 d-1",NA,0.999363026637223,15.496789,"mg CH4 m-2 d-1",37.88109,"mg CH4 m-2 d-1",180,"seconds",-1051.36,"mg CO2 m-2 d-1",NA,0.981280605624411,0.1228,"mg CO2 m-2 d-1",-1051.2349,"mg CO2 m-2 d-1",210,"seconds","2016-08-08 16:52:00","UTC",2016-08-08 16:56:00,"UTC",0.000238219,"m",2.63,"m s-1",NA,NA,NA,NA
1010,"14",1,32.72084,"c",20.51,"mg CH4 m-2 d-1",NA,0.999569882303509,4.827085,"mg CH4 m-2 d-1",25.34019,"mg CH4 m-2 d-1",240,"seconds",-581.95,"mg CO2 m-2 d-1",NA,0.974559385449718,0.0885,"mg CO2 m-2 d-1",-581.8608,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 15:40:00","UTC",2016-08-08 15:40:00,"UTC",0.000221246,"m",2.4,"m s-1",NA,NA,NA,NA
1010,"15",1,32.3675548148148,"c",15.41,"mg CH4 m-2 d-1",NA,0.999631480311427,3.24672,"mg CH4 m-2 d-1",18.66102,"mg CH4 m-2 d-1",240,"seconds",NA,"mg CO2 m-2 d-1",NA,0.63214080295907,0.0595,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 14:11:00","UTC",2016-08-08 14:11:00,"UTC",0.000209713,"m",1.65,"m s-1",NA,NA,NA,NA
1010,"46",1,32.4451823275862,"c",41.39,"mg CH4 m-2 d-1",NA,0.99745809010008,262.519465,"mg CH4 m-2 d-1",303.91149,"mg CH4 m-2 d-1",120,"seconds",5371.65,"mg CO2 m-2 d-1",NA,0.998285280296824,10.8406,"mg CO2 m-2 d-1",5382.4926,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 13:10:00","UTC",2016-08-08 17:01:00,"UTC",0.002991462,"m",2.25,"m s-1",NA,NA,NA,NA
1010,"47",1,33.1475225,"c",16.2,"mg CH4 m-2 d-1",NA,0.998598374830869,92.167391,"mg CH4 m-2 d-1",108.3632,"mg CH4 m-2 d-1",240,"seconds",-668.96,"mg CO2 m-2 d-1",NA,0.962677859368842,0.6437,"mg CO2 m-2 d-1",-668.3168,"mg CO2 m-2 d-1",270,"seconds","2016-08-08 19:10:00","UTC",2016-08-08 11:50:00,"UTC",0.000652829,"m",1.61,"m s-1",NA,NA,NA,NA
1010,"48",1,29.7529432432432,"c",50.23,"mg CH4 m-2 d-1",NA,0.996849894274033,107.956146,"mg CH4 m-2 d-1",158.18482,"mg CH4 m-2 d-1",70,"seconds",-4136.79,"mg CO2 m-2 d-1",NA,0.958392110049638,0.75,"mg CO2 m-2 d-1",-4136.0429,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 18:04:00","UTC",2016-08-08 10:36:00,"UTC",0.00087052,"m",1.74,"m s-1",NA,NA,NA,NA
1010,"49",1,31.1600523255814,"c",21.65,"mg CH4 m-2 d-1",NA,0.999922029014517,5.132799,"mg CH4 m-2 d-1",26.78771,"mg CH4 m-2 d-1",300,"seconds",-590.31,"mg CO2 m-2 d-1",NA,0.995041848813831,0.0941,"mg CO2 m-2 d-1",-590.212,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 17:52:00","UTC",2016-08-08 10:55:00,"UTC",0.00087052,"m",1.74,"m s-1",NA,NA,NA,NA
1010,"50",1,33.2353424354244,"c",301.45,"mg CH4 m-2 d-1",NA,0.982882479463056,632.943303,"mg CH4 m-2 d-1",934.3911,"mg CH4 m-2 d-1",35,"seconds",6449.15,"mg CO2 m-2 d-1",NA,0.946842512805148,15.6353,"mg CO2 m-2 d-1",6464.787,"mg CO2 m-2 d-1",360,"seconds","2016-08-08 14:20:00","UTC",2016-08-08 15:48:00,"UTC",0.001030886,"m",2.26,"m s-1",NA,NA,NA,NA
1010,"51",1,32.6040045454545,"c",24.59,"mg CH4 m-2 d-1",NA,0.989909847425752,333.682759,"mg CH4 m-2 d-1",358.27534,"mg CH4 m-2 d-1",80,"seconds",547.18,"mg CO2 m-2 d-1",NA,0.992915568313687,21.1559,"mg CO2 m-2 d-1",568.3353,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 16:17:00","UTC",2016-08-08 13:40:00,"UTC",0.001020172,"m",1.55,"m s-1",NA,NA,NA,NA
1010,"52",1,26.839515,"c",NA,"mg CH4 m-2 d-1",NA,NA,620.40072,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"seconds",-614.6,"mg CO2 m-2 d-1",NA,0.987135957873885,23.9448,"mg CO2 m-2 d-1",-590.6545,"mg CO2 m-2 d-1",270,"seconds","2016-08-08 18:19:00","UTC",2016-08-08 10:07:00,"UTC",0.000835314,"m",1.67,"m s-1",NA,NA,NA,NA
1010,"53",1,32.2611581395349,"c",39.19,"mg CH4 m-2 d-1",NA,0.994895127086182,6.592069,"mg CH4 m-2 d-1",45.78141,"mg CH4 m-2 d-1",180,"seconds",-1220.44,"mg CO2 m-2 d-1",NA,0.994371196089359,0.1208,"mg CO2 m-2 d-1",-1220.3233,"mg CO2 m-2 d-1",180,"seconds","2016-08-08 20:48:00","UTC",2016-08-08 17:58:00,"UTC",0.000799412,"m",2.51,"m s-1",NA,NA,NA,NA
1010,"54",1,33.6615044117647,"c",19.78,"mg CH4 m-2 d-1",NA,0.985230067224848,139.49816,"mg CH4 m-2 d-1",159.27937,"mg CH4 m-2 d-1",280,"seconds",7290.08,"mg CO2 m-2 d-1",NA,0.999020379454294,3.2054,"mg CO2 m-2 d-1",7293.29,"mg CO2 m-2 d-1",280,"seconds","2016-08-08 14:43:00","UTC",2016-08-08 15:24:00,"UTC",0.001026744,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"55",1,33.7079927631579,"c",145.02,"mg CH4 m-2 d-1",NA,0.982163019898968,860.842476,"mg CH4 m-2 d-1",1005.86087,"mg CH4 m-2 d-1",60,"seconds",-2938.71,"mg CO2 m-2 d-1",NA,0.996546580825939,15.9217,"mg CO2 m-2 d-1",-2922.7925,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 15:26:00","UTC",2016-08-08 14:35:00,"UTC",0.001026744,"m",1.94,"m s-1",NA,NA,NA,NA
1010,"56",1,31.6116540880503,"c",16.58,"mg CH4 m-2 d-1",NA,0.99434949400262,419.638327,"mg CH4 m-2 d-1",436.21431,"mg CH4 m-2 d-1",60,"seconds",-519.07,"mg CO2 m-2 d-1",NA,0.984770966873182,2.705,"mg CO2 m-2 d-1",-516.3692,"mg CO2 m-2 d-1",240,"seconds","2016-08-08 17:16:00","UTC",2016-08-08 12:41:00,"UTC",0.001002961,"m",1.52,"m s-1",NA,NA,NA,NA
1010,"57",1,31.6751720930233,"c",16.67,"mg CH4 m-2 d-1",NA,0.994685064816595,41.298528,"mg CH4 m-2 d-1",57.97339,"mg CH4 m-2 d-1",300,"seconds",-1227.29,"mg CO2 m-2 d-1",NA,0.969835036176256,0.3527,"mg CO2 m-2 d-1",-1226.9366,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 19:39:00","UTC",2016-08-08 19:09:00,"UTC",0.000912854,"m",2.45,"m s-1",NA,NA,NA,NA
1010,"58",1,32.2820367346939,"c",60.48,"mg CH4 m-2 d-1",NA,0.997597938221802,25.236986,"mg CH4 m-2 d-1",85.71477,"mg CH4 m-2 d-1",300,"seconds",-2072.29,"mg CO2 m-2 d-1",NA,0.996845335486001,0.258,"mg CO2 m-2 d-1",-2072.0274,"mg CO2 m-2 d-1",300,"seconds","2016-08-08 20:15:00","UTC",2016-08-08 18:32:00,"UTC",0.000912854,"m",2.45,"m s-1",NA,NA,NA,NA
1011,"1",1,30.7700408163265,"c",59.84,"mg CH4 m-2 d-1",NA,0.997201950546426,0,"mg CH4 m-2 d-1",59.83551,"mg CH4 m-2 d-1",300,"seconds",3958.09,"mg CO2 m-2 d-1",NA,0.989231977848339,0,"mg CO2 m-2 d-1",3958.0908,"mg CO2 m-2 d-1",300,"seconds","2016-07-18 14:28:00","UTC",2016-07-18 14:40:00,"UTC",0.002459008,"m",4.25,"m s-1",NA,NA,NA,NA
1011,"2",1,31.2188183673469,"c",79.76,"mg CH4 m-2 d-1",NA,0.965099418768334,32.67232,"mg CH4 m-2 d-1",112.43633,"mg CH4 m-2 d-1",240,"seconds",5719.57,"mg CO2 m-2 d-1",NA,0.97735059802309,1.3418,"mg CO2 m-2 d-1",5720.9136,"mg CO2 m-2 d-1",300,"seconds","2016-07-18 14:57:00","UTC",2016-07-18 14:59:00,"UTC",0.002459008,"m",4.25,"m s-1",NA,NA,NA,NA
1011,"3",1,28.908473255814,"c",44.3,"mg CH4 m-2 d-1",NA,0.98771418889642,6.926938,"mg CH4 m-2 d-1",51.23116,"mg CH4 m-2 d-1",240,"seconds",5266.93,"mg CO2 m-2 d-1",NA,0.987855009677409,0.2064,"mg CO2 m-2 d-1",5267.1375,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 13:26:00","UTC",2016-07-18 13:29:00,"UTC",0.002216348,"m",3.13,"m s-1",NA,NA,NA,NA
1011,"4",1,29.6545255102041,"c",93.86,"mg CH4 m-2 d-1",NA,0.988301223576834,8.415352,"mg CH4 m-2 d-1",102.27345,"mg CH4 m-2 d-1",300,"seconds",1057.32,"mg CO2 m-2 d-1",NA,0.980865193572686,0.2507,"mg CO2 m-2 d-1",1057.5691,"mg CO2 m-2 d-1",270,"seconds","2016-07-18 13:50:00","UTC",2016-07-18 13:52:00,"UTC",0.002381596,"m",5.07,"m s-1",NA,NA,NA,NA
1011,"5",1,30.1817674418605,"c",54.01,"mg CH4 m-2 d-1",NA,0.988828864617746,12.266362,"mg CH4 m-2 d-1",66.27527,"mg CH4 m-2 d-1",240,"seconds",2643.16,"mg CO2 m-2 d-1",NA,0.987710709033613,0.3655,"mg CO2 m-2 d-1",2643.5208,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 14:14:00","UTC",2016-07-18 14:16:00,"UTC",0.002381596,"m",5.07,"m s-1",NA,NA,NA,NA
1011,"7",1,29.2229234693878,"c",32.02,"mg CH4 m-2 d-1",NA,0.981772362675732,14.449074,"mg CH4 m-2 d-1",46.47286,"mg CH4 m-2 d-1",300,"seconds",5069.68,"mg CO2 m-2 d-1",NA,0.982629888768086,0.4305,"mg CO2 m-2 d-1",5070.1108,"mg CO2 m-2 d-1",300,"seconds","2016-07-18 13:37:00","UTC",2016-07-18 13:39:00,"UTC",0.002381596,"m",5.07,"m s-1",NA,NA,NA,NA
1011,"8",1,27.2193636363636,"c",41.92,"mg CH4 m-2 d-1",NA,0.953952195443144,137.972584,"mg CH4 m-2 d-1",179.89209,"mg CH4 m-2 d-1",240,"seconds",5764.96,"mg CO2 m-2 d-1",NA,0.996881829583475,2.722,"mg CO2 m-2 d-1",5767.6772,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 12:58:00","UTC",2016-07-18 13:01:00,"UTC",0.001877183,"m",2.97,"m s-1",NA,NA,NA,NA
1011,"9",1,33.5853081395349,"c",NA,"mg CH4 m-2 d-1",NA,NA,71.091818,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"seconds",NA,"mg CO2 m-2 d-1",NA,0.552455589932321,1.6204,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 17:29:00","UTC",2016-07-18 17:31:00,"UTC",0.002579647,"m",4.18,"m s-1",NA,NA,NA,NA
1011,"11",1,32.562423255814,"c",19.84,"mg CH4 m-2 d-1",NA,0.932139538291713,378.508821,"mg CH4 m-2 d-1",398.34816,"mg CH4 m-2 d-1",30,"seconds",-725.18,"mg CO2 m-2 d-1",NA,0.994407989474729,4.808,"mg CO2 m-2 d-1",-720.3744,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 16:52:00","UTC",2016-07-18 16:54:00,"UTC",0.002563822,"m",4.37,"m s-1",NA,NA,NA,NA
1011,"12",1,28.5205520408163,"c",79.8,"mg CH4 m-2 d-1",NA,0.995563842845294,14.048534,"mg CH4 m-2 d-1",93.84865,"mg CH4 m-2 d-1",300,"seconds",9537.44,"mg CO2 m-2 d-1",NA,0.992646944214153,0.4186,"mg CO2 m-2 d-1",9537.8624,"mg CO2 m-2 d-1",300,"seconds","2016-07-18 13:16:00","UTC",2016-07-18 13:19:00,"UTC",0.001877183,"m",2.97,"m s-1",NA,NA,NA,NA
1011,"13",1,33.0927662790698,"c",9.42,"mg CH4 m-2 d-1",NA,0.969195389986308,43.151897,"mg CH4 m-2 d-1",52.57586,"mg CH4 m-2 d-1",270,"seconds",-410.41,"mg CO2 m-2 d-1",NA,0.991102699198516,0.9256,"mg CO2 m-2 d-1",-409.4855,"mg CO2 m-2 d-1",250,"seconds","2016-07-18 17:14:00","UTC",2016-07-18 17:17:00,"UTC",0.002563822,"m",4.37,"m s-1",NA,NA,NA,NA
1011,"14",1,31.4593348837209,"c",55.05,"mg CH4 m-2 d-1",NA,0.987155433201822,111.048426,"mg CH4 m-2 d-1",166.10051,"mg CH4 m-2 d-1",270,"seconds",7259.07,"mg CO2 m-2 d-1",NA,0.952461753611466,6.0356,"mg CO2 m-2 d-1",7265.1093,"mg CO2 m-2 d-1",270,"seconds","2016-07-18 15:19:00","UTC",2016-07-18 15:22:00,"UTC",0.002459008,"m",4.25,"m s-1",NA,NA,NA,NA
1011,"15",1,29.9550397959184,"c",34.12,"mg CH4 m-2 d-1",NA,0.995135523306257,3.719474,"mg CH4 m-2 d-1",37.84251,"mg CH4 m-2 d-1",300,"seconds",4462.14,"mg CO2 m-2 d-1",NA,0.996258859056116,0.1108,"mg CO2 m-2 d-1",4462.2553,"mg CO2 m-2 d-1",300,"seconds","2016-07-18 14:02:00","UTC",2016-07-18 14:04:00,"UTC",0.002381596,"m",5.07,"m s-1",NA,NA,NA,NA
1011,"16",1,32.354503030303,"c",38.46,"mg CH4 m-2 d-1",NA,0.998569507152608,14.634453,"mg CH4 m-2 d-1",53.09876,"mg CH4 m-2 d-1",240,"seconds",2005.34,"mg CO2 m-2 d-1",NA,0.997937662828439,0.8385,"mg CO2 m-2 d-1",2006.1806,"mg CO2 m-2 d-1",240,"seconds","2016-07-18 16:28:00","UTC",2016-07-18 16:38:00,"UTC",0.002563822,"m",4.37,"m s-1",NA,NA,NA,NA
1011,"17",1,32.2246360465116,"c",12.5,"mg CH4 m-2 d-1",NA,0.991995870732846,4.135823,"mg CH4 m-2 d-1",16.63702,"mg CH4 m-2 d-1",150,"seconds",2288.96,"mg CO2 m-2 d-1",NA,0.997150736778078,0.1232,"mg CO2 m-2 d-1",2289.083,"mg CO2 m-2 d-1",180,"seconds","2016-07-18 16:15:00","UTC",2016-07-18 16:18:00,"UTC",0.002495843,"m",4.18,"m s-1",NA,NA,NA,NA
1012,"1",1,NA,NA,NA,"mg CH4 m-2 d-1",NA,NA,0.510948,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,NA,"mg CO2 m-2 d-1",NA,NA,1.0774,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,NA,"2016-06-02 13:06:00","UTC",NA,"UTC",NA,NA,NA,NA,NA,NA,NA,NA
1012,"2",1,27.8,"c",9.18,"mg CH4 m-2 d-1",NA,0.997695505527024,0.854667,"mg CH4 m-2 d-1",10.03568,"mg CH4 m-2 d-1",660,"seconds",NA,"mg CO2 m-2 d-1",NA,0.771901003733799,1.3502,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",660,"seconds","2016-06-02 13:39:00","UTC",2016-06-02 13:32:00,"UTC",3.224e-05,"m",1.2,"m s-1",NA,NA,NA,NA
1012,"3",1,NA,NA,NA,"mg CH4 m-2 d-1",NA,NA,4.482247,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,NA,"mg CO2 m-2 d-1",NA,NA,0.3043,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,NA,"2016-06-02 12:53:00","UTC",NA,"UTC",NA,NA,NA,NA,NA,NA,NA,NA
1012,"4",1,27.8,"c",24.24,"mg CH4 m-2 d-1",NA,0.981384738995321,8.483176,"mg CH4 m-2 d-1",32.71999,"mg CH4 m-2 d-1",660,"seconds",-546.96,"mg CO2 m-2 d-1",NA,0.706923192101827,0.7085,"mg CO2 m-2 d-1",-546.2482,"mg CO2 m-2 d-1",660,"seconds","2016-06-02 15:00:00","UTC",2016-06-02 15:17:00,"UTC",4.6158e-05,"m",0.72,"m s-1",NA,NA,NA,NA
1012,"5",1,NA,NA,NA,"mg CH4 m-2 d-1",NA,NA,0.233054,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,NA,"mg CO2 m-2 d-1",NA,NA,2.6563,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,NA,"2016-06-02 13:11:00","UTC",NA,"UTC",NA,NA,NA,NA,NA,NA,NA,NA
1012,"6",1,NA,NA,NA,"mg CH4 m-2 d-1",NA,NA,0.299803,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,NA,"mg CO2 m-2 d-1",NA,NA,0.4449,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,NA,"2016-06-02 13:28:00","UTC",NA,"UTC",NA,NA,NA,NA,NA,NA,NA,NA
1012,"7",1,NA,NA,NA,"mg CH4 m-2 d-1",NA,NA,0.255712,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,NA,NA,"mg CO2 m-2 d-1",NA,NA,0.2741,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,NA,"2016-06-02 13:22:00","UTC",NA,"UTC",NA,NA,NA,NA,NA,NA,NA,NA
1012,"8",1,27.8,"c",26.39,"mg CH4 m-2 d-1",NA,0.994180207577173,0.212941,"mg CH4 m-2 d-1",26.60672,"mg CH4 m-2 d-1",660,"seconds",NA,"mg CO2 m-2 d-1",NA,0.169897875192477,0.5425,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",660,"seconds","2016-06-02 14:38:00","UTC",2016-06-02 14:59:00,"UTC",4.6158e-05,"m",0.72,"m s-1",NA,NA,NA,NA
1012,"9",1,27.8,"c",11.24,"mg CH4 m-2 d-1",NA,0.954071638942251,27.726392,"mg CH4 m-2 d-1",38.9693,"mg CH4 m-2 d-1",720,"seconds",-592.3,"mg CO2 m-2 d-1",NA,0.949076095909509,2.7604,"mg CO2 m-2 d-1",-589.5399,"mg CO2 m-2 d-1",720,"seconds","2016-06-02 14:03:00","UTC",2016-06-02 13:58:00,"UTC",3.224e-05,"m",1.2,"m s-1",NA,NA,NA,NA
1012,"10",1,27.8,"c",3.01,"mg CH4 m-2 d-1",NA,0.98625679800437,5.559033,"mg CH4 m-2 d-1",8.56923,"mg CH4 m-2 d-1",720,"seconds",NA,"mg CO2 m-2 d-1",NA,0.313615098050935,1.2715,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",720,"seconds","2016-06-02 13:51:00","UTC",2016-06-02 14:18:00,"UTC",3.224e-05,"m",1.2,"m s-1",NA,NA,NA,NA
1012,"11",1,27.8,"c",NA,"mg CH4 m-2 d-1",NA,0.660488140519066,1.393481,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",660,"seconds",NA,"mg CO2 m-2 d-1",NA,0.0404263974766362,2.8709,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",660,"seconds","2016-06-02 15:22:00","UTC",2016-06-02 13:18:00,"UTC",3.1376e-05,"m",1.34,"m s-1",NA,NA,NA,NA
1012,"13",1,27.8,"c",NA,"mg CH4 m-2 d-1",NA,0.0217964066451364,1.948207,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",660,"seconds",NA,"mg CO2 m-2 d-1",NA,NA,0.0692,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"seconds","2016-06-02 14:15:00","UTC",2016-06-02 14:39:00,"UTC",4.6158e-05,"m",0.72,"m s-1",NA,NA,NA,NA
